10000 10000
2133 7234 0
7480 7780 1
2520 2241 0
3920 6985 1
4286 9714 0
7613 1251 1
7526 2639 0
6131 4848 1
4746 6731 0
7710 1472 1
9546 2462 0
4121 9944 1
7734 5660 0
5856 7194 1
7642 9371 0
9760 7394 1
4413 9677 0
509 1698 1
2513 6424 0
8162 4857 1
7689 5047 0
8346 9393 1
1962 2492 0
4441 6310 1
1016 6441 0
7082 8407 1
3703 6051 0
2065 6230 1
8111 2231 0
148 590 1
9892 7099 0
9660 5450 1
6127 5748 0
7871 3394 1
2119 648 0
7442 8039 1
1623 874 0
1219 3087 1
3688 3450 0
3355 9478 1
5302 4701 0
1794 8095 1
1502 2001 0
1110 4805 1
6540 2174 0
8761 472 1
5797 985 0
5001 2618 1
6860 7941 0
2850 613 1
8193 5203 0
7785 148 1
8077 9004 0
942 4154 1
2413 3252 0
5649 1229 1
5163 1656 0
6456 7180 1
4941 5187 0
2534 3230 1
6460 4666 0
2758 2246 1
7981 2686 0
2012 769 1
6724 7540 0
9060 9486 1
3162 6327 0
9738 2877 1
6673 889 0
7468 9470 1
5188 6994 0
5495 8294 1
9760 2423 0
5864 1730 1
39 5493 0
408 684 1
3458 5454 0
4724 9353 1
5010 6560 0
4401 9123 1
8031 9001 0
1302 5085 1
6579 8596 0
9781 3789 1
9372 8279 0
2060 537 1
7750 4099 0
6895 9042 1
3644 2335 0
6351 9468 1
3925 6213 0
9255 8784 1
4837 6227 0
5599 699 1
6141 9602 0
2750 9057 1
3701 3684 0
8533 2277 1
6083 3123 0
9899 449 1
7713 3730 0
8603 3839 1
3882 975 0
6035 8795 1
9761 8463 0
7781 8177 1
8748 5137 0
7073 331 1
276 3374 0
6725 1520 1
3706 5118 0
375 7665 1
5186 3510 0
6915 8057 1
5810 2501 0
2404 41 1
1828 2649 0
8033 9893 1
1969 195 0
4163 8374 1
9853 7861 0
6312 5988 1
2261 1484 0
8599 5535 1
5181 1977 0
2195 4399 1
4630 4528 0
7169 3803 1
9351 3108 0
2513 4283 1
7943 3038 0
6657 9443 1
8160 5925 0
9445 9875 1
4086 7574 0
7768 7019 1
7507 6644 0
2230 5419 1
3042 544 0
4320 6705 1
1633 5545 0
362 5808 1
9208 697 0
4768 5922 1
6872 4787 0
2603 9048 1
2237 8506 0
9070 2265 1
3560 3346 0
4987 8797 1
2695 7925 0
7065 7830 1
7090 8938 0
1145 1481 1
4191 1304 0
9732 4878 1
9554 4829 0
7749 5601 1
9922 660 0
1369 6904 1
9678 9178 0
8703 8811 1
3960 9965 0
1057 1497 1
8310 2164 0
9843 744 1
3030 3512 0
3638 8433 1
923 6365 0
1335 5588 1
1610 186 0
8810 3959 1
1996 4071 0
7964 8350 1
6581 1316 0
6297 8094 1
4277 8571 0
6724 639 1
4339 1416 0
7745 5645 1
3163 8894 0
2192 9738 1
3955 5122 0
2432 187 1
9893 2414 0
5298 3996 1
4380 9907 0
473 3714 1
6916 2801 0
176 199 1
9839 9975 0
7114 7366 1
5795 7921 0
3826 5808 1
8663 8319 0
3637 3614 1
2475 889 0
923 7262 1
8277 4391 0
7359 64 1
2350 8990 0
8339 3578 1
1043 480 0
4728 6836 1
2250 9392 0
7173 5569 1
137 6048 0
6014 5096 1
3698 1465 0
2350 8023 1
4950 1135 0
5537 2984 1
3015 3148 0
9862 4005 1
3451 3413 0
9685 3143 1
1282 5725 0
2071 512 1
7052 9314 0
6137 7144 1
5531 6534 0
2922 4197 1
2521 9236 0
7708 2056 1
6946 3527 0
4524 5659 1
4669 9052 0
2137 2679 1
1326 9073 0
2945 5413 1
7935 5159 0
4037 8672 1
7805 9044 0
6286 8007 1
6376 1965 0
1201 2348 1
9840 3044 0
4982 6911 1
7976 6052 0
7250 4107 1
1554 7638 0
3392 2935 1
2426 2632 0
1324 3907 1
8656 5349 0
370 751 1
6249 3712 0
891 3528 1
4573 676 0
3952 8370 1
6660 2387 0
994 246 1
8986 6857 0
2396 8713 1
8420 8794 0
1005 1899 1
2261 3470 0
2163 3293 1
9009 1446 0
2957 9198 1
7875 8933 0
2764 6434 1
3820 8038 0
7846 694 1
4425 186 0
6012 7280 1
7154 259 0
3087 7396 1
2127 47 0
3043 776 1
6507 4022 0
2990 2490 1
9265 9790 0
8792 670 1
8307 364 0
8665 5436 1
7562 5584 0
6434 4062 1
6855 1602 0
6768 3645 1
9200 5751 0
1730 2041 1
3138 5079 0
2354 7081 1
4756 5451 0
2089 7926 1
5077 4647 0
9947 3776 1
6813 4203 0
8811 839 1
6620 3772 0
4061 5193 1
5409 1449 0
8053 4862 1
4307 8197 0
4286 1917 1
829 2915 0
5687 5233 1
1294 6052 0
8982 9161 1
1989 4625 0
1700 5614 1
522 8074 0
3590 8163 1
3424 5583 0
5245 15 1
1648 5093 0
3844 4138 1
7003 8742 0
9934 7394 1
6987 1442 0
879 7546 1
191 5646 0
4771 4318 1
4958 9713 0
3843 8603 1
1455 1483 0
7034 4588 1
2229 6824 0
4692 6050 1
85 9977 0
8777 6418 1
1682 5150 0
600 270 1
1918 6169 0
188 9060 1
7129 8100 0
3504 6740 1
4989 3072 0
6969 3915 1
4195 5881 0
7832 409 1
2088 1952 0
7247 3256 1
9605 5470 0
7891 8221 1
3542 3713 0
3224 7220 1
850 5297 0
3149 7385 1
2459 9044 0
9118 9268 1
4113 6389 0
479 5864 1
9242 5455 0
7526 9833 1
4628 480 0
3820 2392 1
4594 5982 0
113 5127 1
9489 9950 0
6540 944 1
1787 8870 0
1903 7762 1
6623 6011 0
6274 9630 1
9189 5506 0
5966 9993 1
4998 4606 0
1852 9882 1
6182 3937 0
2900 5964 1
4060 9729 0
7291 8448 1
5430 6900 0
2312 1778 1
6529 8355 0
3165 7842 1
2776 3602 0
7590 7670 1
8129 8402 0
17 8602 1
2695 182 0
6568 3799 1
4929 5822 0
5011 7573 1
298 4455 0
6474 7783 1
5096 534 0
5123 6996 1
4138 108 0
6351 9468 1
9203 308 0
5221 3256 1
9594 3608 0
3319 9861 1
3312 5726 0
4404 3613 1
5781 9837 0
9013 4373 1
7061 8938 0
8912 8469 1
951 3288 0
7274 6954 1
1142 8317 0
8062 7363 1
6904 7474 0
2712 6324 1
9342 3150 0
1810 172 1
8057 1570 0
2986 6768 1
7562 7729 0
5589 6145 1
5447 1892 0
2637 4165 1
5412 1823 0
2032 2305 1
9848 3894 0
7801 5970 1
9629 1533 0
4964 2117 1
3524 4333 0
5033 1321 1
8468 807 0
6743 9857 1
6721 3487 0
7506 2588 1
8193 4142 0
2477 9556 1
8928 2324 0
3832 4460 1
9240 2372 0
8671 8354 1
8599 2160 0
5628 8925 1
2727 7014 0
9441 200 1
7865 8534 0
6753 9137 1
8784 8158 0
241 6419 1
5857 419 0
674 6357 1
1502 9751 0
4779 3725 1
1487 5047 0
5114 7753 1
9372 5087 0
8195 1144 1
498 4204 0
6073 6359 1
4526 4529 0
8127 7801 1
5522 9274 0
8094 7567 1
6513 3072 0
7417 3098 1
6228 4943 0
9012 1698 1
8847 729 0
8961 9717 1
4730 195 0
1729 8650 1
1835 7046 0
8029 2493 1
981 4666 0
2479 6939 1
9703 559 0
5004 6481 1
5119 8981 0
9194 1251 1
8838 755 0
991 9404 1
6985 207 0
1151 2307 1
2058 8596 0
2937 4811 1
4298 4171 0
1274 3828 1
8727 913 0
422 8689 1
770 2224 0
4761 6612 1
2217 5361 0
6657 8431 1
4389 5104 0
4878 781 1
6025 8641 0
8555 1801 1
6031 755 0
9033 9317 1
5916 5197 0
779 1930 1
4064 1440 0
4935 7847 1
1480 7966 0
8291 4998 1
5853 7698 0
8269 2856 1
3047 7002 0
8648 672 1
3580 6041 0
6743 6922 1
3792 7756 0
4361 7547 1
5823 8595 0
1941 7835 1
1355 1627 0
1578 2873 1
3725 7060 0
9275 5811 1
9668 1674 0
2895 4827 1
8012 797 0
2130 5814 1
4522 980 0
8348 834 1
4848 8933 0
1175 9562 1
310 7139 0
1264 8262 1
8805 2440 0
7484 7150 1
5498 1236 0
5592 4816 1
4744 1040 0
2081 2792 1
8962 3862 0
4116 8162 1
5321 9259 0
9500 9558 1
3584 5940 0
7791 4847 1
2187 1627 0
8624 9960 1
2467 5775 0
6186 249 1
8231 8720 0
515 5781 1
9653 726 0
7094 2225 1
714 8876 0
1707 5038 1
4770 5361 0
8584 9658 1
2408 2388 0
2480 6353 1
8654 4208 0
4531 1076 1
8046 6878 0
9080 3017 1
5989 5454 0
1313 119 1
7751 5928 0
5951 7012 1
8366 4087 0
3373 7049 1
2888 9731 0
537 6498 1
6274 497 0
6050 6283 1
7416 534 0
1591 2028 1
7913 8387 0
7410 9528 1
7127 8333 0
8047 6298 1
5213 7839 0
7613 3287 1
2650 5044 0
7676 8668 1
6359 1367 0
6124 7188 1
9910 1465 0
6410 3573 1
681 8288 0
9393 8372 1
7693 4480 0
7684 6186 1
5503 7636 0
4813 9736 1
2515 1788 0
4487 9497 1
9147 2414 0
6368 1360 1
2088 2579 0
6086 8861 1
6864 9335 0
1733 9992 1
6956 1892 0
5143 8473 1
6582 4279 0
2413 374 1
4734 1673 0
6464 1047 1
9302 248 0
7556 3571 1
8861 6961 0
4051 608 1
9390 4085 0
8209 3788 1
5870 7919 0
9957 9382 1
7109 3464 0
9872 2803 1
9856 1771 0
4901 2374 1
2010 2907 0
8462 8675 1
7308 7863 0
2131 3814 1
5489 3396 0
4245 4769 1
9995 2606 0
8700 5915 1
3376 4842 0
1101 9122 1
9302 9124 0
4359 305 1
3175 1174 0
4783 721 1
7180 8317 0
8830 7467 1
5694 71 0
2520 401 1
2296 9516 0
844 3740 1
4607 239 0
5622 3822 1
1632 2465 0
1383 2344 1
939 5740 0
6435 9947 1
5964 5248 0
5249 109 1
461 7437 0
5332 8310 1
4026 378 0
2386 8830 1
4614 9014 0
8964 9312 1
1640 2218 0
7956 9743 1
1601 985 0
6373 8790 1
370 1981 0
5448 9699 1
330 373 0
9156 426 1
6892 5514 0
3278 8150 1
1312 648 0
2229 2451 1
7100 1716 0
166 8698 1
4605 3415 0
2797 6681 1
9277 5496 0
5999 5411 1
3412 5603 0
9642 6909 1
2470 4973 0
7219 6029 1
1052 1025 0
2311 8722 1
8925 3662 0
406 7090 1
1499 1902 0
4256 7242 1
1397 1504 0
2903 6206 1
2026 2384 0
5765 7999 1
1696 4140 0
850 3170 1
2700 7282 0
6553 2756 1
5749 4507 0
532 1795 1
941 5865 0
2910 6757 1
6539 106 0
4712 5765 1
3944 497 0
1806 2985 1
6369 3728 0
600 4792 1
9326 322 0
9657 7337 1
8339 239 0
1968 1781 1
1004 8876 0
8473 9265 1
356 7804 0
2091 8010 1
2195 4702 0
8363 1244 1
8091 9201 0
7416 4471 1
2707 1356 0
9830 1736 1
8859 9807 0
1341 4430 1
4967 4853 0
9370 856 1
7128 821 0
958 5713 1
4677 5786 0
1490 9160 1
1331 2464 0
4627 9456 1
8829 8003 0
4570 9501 1
4188 5967 0
4016 7257 1
2879 2024 0
3098 8639 1
4839 1582 0
5857 5428 1
8242 3879 0
576 1002 1
7508 7060 0
7530 8046 1
2704 8000 0
2717 3944 1
4386 1717 0
8581 6060 1
8681 4810 0
2340 3132 1
1487 6908 0
9858 8137 1
7572 3892 0
2514 3553 1
345 8501 0
1397 4262 1
6616 106 0
8702 9501 1
8153 1432 0
7054 5705 1
9750 6244 0
7710 3979 1
4963 7730 0
294 6038 1
2302 4580 0
633 3179 1
2048 1000 0
1489 1313 1
5864 889 0
1038 8148 1
7121 4701 0
1327 7656 1
7614 2326 0
904 1374 1
2436 8301 0
3864 1738 1
5014 2572 0
3891 3310 1
5734 2812 0
6273 6062 1
4271 8325 0
8226 1647 1
9307 801 0
8690 3410 1
5547 3728 0
9758 3553 1
5731 1584 0
6714 112 1
3424 4506 0
4026 2130 1
3643 8035 0
5429 6359 1
3571 108 0
5351 9507 1
3250 7938 0
8898 1593 1
3095 9775 0
2244 5095 1
808 4604 0
4347 5051 1
4448 3705 0
7590 9174 1
2448 3464 0
8063 2781 1
1480 1263 0
9544 4179 1
7881 5860 0
5422 3858 1
8946 8691 0
7198 6083 1
8367 9927 0
4231 769 1
3240 1770 0
2966 3563 1
3143 6106 0
1052 1430 1
6403 5142 0
6902 3663 1
9733 8081 0
4129 2805 1
4587 7199 0
6946 9070 1
6881 2678 0
301 3840 1
9350 1411 0
9861 3965 1
4098 3478 0
9410 8776 1
3727 603 0
7642 6268 1
1125 9120 0
9876 743 1
1839 6293 0
2935 7870 1
1272 534 0
5749 3584 1
2185 2742 0
4998 8982 1
6023 5005 0
2006 5273 1
9238 3372 0
2219 6916 1
7488 1889 0
272 8491 1
4029 6519 0
1983 4526 1
1594 4552 0
448 8429 1
7999 7428 0
7369 2223 1
5069 8179 0
7081 2035 1
5992 24 0
943 8481 1
6577 6213 0
7931 4403 1
9810 1726 0
8790 4561 1
7560 5203 0
2930 6623 1
3757 1099 0
6911 2564 1
4324 3802 0
1468 9917 1
1420 6195 0
4268 9568 1
11 1197 0
2744 7378 1
6680 881 0
9315 1321 1
6855 7730 0
8694 947 1
4442 6907 0
6053 5386 1
6114 9290 0
3946 4798 1
835 5118 0
9072 739 1
2357 846 0
9686 4799 1
8419 1393 0
7225 8624 1
1499 1804 0
5498 5244 1
1614 7702 0
3629 7143 1
5920 7475 0
3390 9372 1
2252 2819 0
8695 5414 1
7326 9098 0
988 6167 1
5427 2689 0
7399 9589 1
7687 3346 0
747 492 1
8966 5697 0
4588 2307 1
4106 7210 0
4837 4396 1
9618 4171 0
7552 2656 1
9681 5142 0
2073 4675 1
5252 2193 0
4449 9786 1
4728 3001 0
5188 766 1
7568 6282 0
2748 6369 1
2902 5706 0
2089 2448 1
8448 9735 0
6391 896 1
6356 6172 0
7878 2111 1
8385 607 0
3024 4594 1
4749 464 0
1474 3420 1
2949 2135 0
2181 5280 1
4515 5071 0
2733 7177 1
9078 8692 0
636 6079 1
5507 7060 0
5723 8663 1
4330 4722 0
4035 2880 1
4013 8956 0
7559 4437 1
1257 6051 0
9101 7249 1
9784 8571 0
3068 6058 1
6820 4012 0
3767 8795 1
1997 4194 0
3954 4733 1
2061 8066 0
5120 5236 1
8351 6072 0
7844 8492 1
2115 2677 0
7993 5406 1
8797 1889 0
8514 1724 1
3027 6992 0
1644 2890 1
5314 5154 0
3103 8633 1
7823 8901 0
7682 7590 1
9717 5283 0
7733 8477 1
6685 4267 0
5090 2577 1
7907 8933 0
2933 6872 1
9605 5660 0
8347 9956 1
3572 9674 0
9074 7396 1
9963 1063 0
1805 479 1
3376 8945 0
2744 858 1
5390 5801 0
2382 674 1
9159 1285 0
3770 2754 1
7169 7923 0
8759 8472 1
5226 142 0
9155 5629 1
7386 5493 0
725 6452 1
13 6986 0
6176 2025 1
9463 8882 0
1693 2977 1
7754 3176 0
8237 8273 1
7832 6018 0
245 5673 1
1600 4909 0
7719 6650 1
2711 6106 0
1098 3609 1
244 7949 0
9315 6418 1
8590 6377 0
1579 1009 1
5249 7234 0
4969 9244 1
339 4352 0
7202 6699 1
4214 5611 0
6027 1523 1
6047 7039 0
4645 3553 1
5880 525 0
9984 6795 1
8908 4552 0
6436 6027 1
1186 9705 0
6709 8193 1
5008 9444 0
5031 5299 1
1431 1661 0
9138 956 1
6140 558 0
418 6315 1
1688 5886 0
7326 7596 1
4891 4722 0
6374 2531 1
5181 4918 0
316 7894 1
4728 4367 0
9608 7184 1
2786 2332 0
8360 3507 1
7163 926 0
4967 5936 1
8815 2221 0
6699 4694 1
5927 6942 0
9255 580 1
7141 1195 0
9353 9066 1
9306 2423 0
5316 3321 1
1644 7569 0
3972 473 1
7118 5099 0
9658 3147 1
5656 4127 0
9967 5056 1
9984 9276 0
6275 9724 1
9386 4329 0
2754 1362 1
5347 9852 0
1254 8521 1
5381 6260 0
9138 4047 1
1585 6251 0
3058 6332 1
3143 5774 0
3110 70 1
1650 497 0
2913 2114 1
2680 1602 0
5041 7211 1
2073 6604 0
8921 5240 1
2995 646 0
1101 7447 1
3070 790 0
6626 8955 1
640 4952 0
9873 4605 1
7603 178 0
4029 3257 1
8428 5947 0
7287 4459 1
3973 5751 0
871 1864 1
3445 9056 0
2804 4893 1
2847 3859 0
1856 3972 1
4148 6216 0
9796 7758 1
3680 851 0
4406 7143 1
7141 4221 0
8791 2125 1
7552 6961 0
2090 5365 1
9086 4661 0
7630 8499 1
6349 1946 0
1257 6336 1
6869 704 0
7136 2588 1
8346 6547 0
7485 5232 1
5498 1479 0
5321 7956 1
1296 8596 0
4357 4310 1
4451 9878 0
4107 5438 1
4461 817 0
7112 5280 1
5229 8212 0
8791 2046 1
7145 7060 0
7439 2318 1
1974 2135 0
8182 5884 1
3551 9365 0
4958 8716 1
9141 3316 0
3834 8440 1
5966 1107 0
1745 113 1
7169 6416 0
7455 4617 1
8533 6731 0
31 2947 1
267 992 0
7380 5178 1
6683 2310 0
2761 912 1
3098 2861 0
2271 954 1
3588 9260 0
3661 4700 1
6163 5506 0
6610 4682 1
6781 5030 0
3691 9838 1
2365 697 0
1667 2091 1
6938 8161 0
6380 5971 1
5701 6731 0
3434 3726 1
2744 5 0
8406 6568 1
8716 9898 0
3645 4256 1
1626 7348 0
7339 8156 1
8522 6519 0
411 1681 1
2362 7360 0
6083 7125 1
1264 2579 0
4718 6495 1
9108 6952 0
8339 8484 1
1517 3904 0
9966 5873 1
900 3082 0
9618 8378 1
5244 2406 0
7656 8320 1
4459 446 0
7530 669 1
9076 90 0
4846 7106 1
4622 1195 0
8873 3607 1
657 663 0
8274 3881 1
4468 5720 0
4104 8267 1
1512 3422 0
6468 6145 1
554 6511 0
4646 7543 1
9500 5697 0
7146 9139 1
4244 2746 0
2682 5055 1
1886 2324 0
9139 4362 1
7929 524 0
5168 6143 1
5305 8899 0
3350 6901 1
2483 1804 0
4405 6922 1
5670 2567 0
3889 6411 1
8010 3763 0
9511 2479 1
2747 9323 0
6496 5057 1
111 9031 0
8368 5916 1
6042 8216 0
9601 390 1
6781 4265 0
3363 5553 1
1749 2285 0
8167 2849 1
4124 4091 0
1085 8061 1
3426 5879 0
3475 4509 1
7948 5387 0
8068 516 1
1810 2142 0
4234 644 1
1672 2465 0
9209 5557 1
7835 3639 0
8344 9839 1
402 6195 0
10 9476 1
2457 4221 0
7590 5339 1
1802 3565 0
7560 8713 1
7219 373 0
6064 3112 1
3508 1255 0
9532 8214 1
7363 3754 0
8605 8127 1
9763 8430 0
3389 5520 1
146 314 0
9439 5978 1
3838 2987 0
2199 7903 1
5369 4611 0
2482 8426 1
4191 3082 0
3036 1027 1
8982 9929 0
8253 7967 1
5109 2789 0
5112 3952 1
194 4091 0
1616 2805 1
1744 1756 0
6862 7988 1
5276 8070 0
3196 757 1
5610 4491 0
3506 6311 1
6313 5479 0
4578 3530 1
6094 465 0
8094 220 1
810 2142 0
4313 5826 1
7129 803 0
7009 205 1
2350 1304 0
6068 6922 1
9795 5975 0
3107 5601 1
4139 35 0
5398 2357 1
6085 7486 0
3746 7663 1
4884 3602 0
6976 3434 1
4264 3417 0
996 6146 1
172 1840 0
9347 7093 1
5610 4273 0
6344 4805 1
3836 727 0
7736 7978 1
7972 443 0
6838 281 1
3201 3156 0
3142 8519 1
4219 6365 0
3739 3529 1
5980 2062 0
2928 9339 1
1926 5848 0
4401 4865 1
6384 1316 0
2244 12 1
9506 4295 0
5074 2040 1
9996 1562 0
924 8660 1
7535 4480 0
8127 5384 1
5709 513 0
8886 72 1
3429 5777 0
4051 5120 1
8609 96 0
3040 3606 1
3914 1376 0
844 1175 1
8952 1716 0
2148 1750 1
9244 3718 0
1692 2009 1
1055 4897 0
822 5897 1
416 2728 0
7888 5873 1
2051 1934 0
8765 2779 1
215 974 0
3119 3914 1
2201 759 0
8116 7866 1
5105 4383 0
2512 6396 1
7414 968 0
5759 4697 1
3875 8452 0
1951 491 1
9349 9874 0
5291 5870 1
7173 1210 0
9409 4347 1
9315 3589 0
4579 7760 1
3284 4140 0
1339 1359 1
4198 5660 0
8592 2598 1
2736 6670 0
6435 223 1
7635 6886 0
5450 7515 1
9401 7814 0
5836 9192 1
3205 8945 0
8465 2773 1
7443 8122 0
5619 4730 1
1987 7561 0
8013 3990 1
5677 3443 0
3055 8886 1
1489 308 0
1962 3477 1
835 5906 0
6990 1741 1
244 1902 0
6645 4360 1
9375 514 0
8347 6561 1
1714 8121 0
4759 7527 1
9015 4174 0
7299 6297 1
183 8259 0
6248 3331 1
4770 445 0
2318 5343 1
9727 3835 0
7692 3678 1
6821 5319 0
673 6789 1
8860 6065 0
5870 1793 1
4298 7579 0
690 1850 1
6014 7868 0
7724 9512 1
5910 1392 0
6844 1914 1
2974 398 0
2589 363 1
3054 160 0
3368 5157 1
7630 7139 0
7106 72 1
8554 1703 0
9242 1037 1
310 846 0
301 9187 1
6322 6734 0
624 5457 1
2840 9003 0
326 5157 1
2480 2595 0
1655 5365 1
8576 3012 0
8407 6525 1
9883 521 0
6141 6643 1
925 8071 0
9138 3607 1
6290 3819 0
5230 1047 1
3127 9591 0
76 6396 1
6414 1000 0
9980 4084 1
6031 4586 0
2904 7499 1
7048 1790 0
4711 6151 1
2417 1840 0
9472 4832 1
2713 6547 0
7319 8886 1
605 7391 0
9041 4487 1
185 7124 0
5085 1744 1
6631 772 0
328 2246 1
1752 2327 0
7403 9961 1
9155 1981 0
4508 6469 1
355 3538 0
8924 5838 1
105 182 0
1747 93 1
7535 3538 0
6693 8149 1
7775 3188 0
9891 591 1
605 6907 0
966 2974 1
2694 7509 0
8163 1170 1
7548 2563 0
9882 543 1
324 5651 0
214 6985 1
3588 8314 0
1372 2658 1
2860 9051 0
7738 9433 1
472 7252 0
3993 2382 1
9760 7774 0
5535 5619 1
7079 8122 0
2774 5022 1
4104 7828 0
7444 5444 1
2181 2846 0
2067 8236 1
6241 6454 0
3603 2293 1
131 253 0
1739 2504 1
7968 3186 0
1971 7028 1
5641 431 0
8178 2233 1
5784 1881 0
4861 4026 1
8471 8858 0
658 2840 1
1742 3286 0
1489 471 1
1805 9780 0
9362 6863 1
3197 8100 0
4865 3333 1
2392 5533 0
1915 5526 1
539 5160 0
847 6911 1
2930 4000 0
7790 1529 1
1192 2861 0
9802 5178 1
3279 3060 0
6033 9148 1
7357 586 0
5233 8007 1
1987 3146 0
9154 1106 1
4736 2827 0
2953 8799 1
4118 2819 0
2223 5574 1
7648 2968 0
1167 2717 1
8724 3884 0
795 3098 1
3174 6295 0
1331 6538 1
7154 8353 0
7016 4885 1
9880 8933 0
7713 6163 1
2602 4054 0
3965 8535 1
3018 5361 0
5092 7007 1
5324 3926 0
5823 4370 1
194 6301 0
798 4873 1
5413 2982 0
8347 5458 1
2518 3520 0
8797 3098 1
6597 1087 0
9846 6928 1
8628 8070 0
3402 5980 1
977 4638 0
2234 7527 1
1478 8607 0
6331 2734 1
4817 9291 0
6988 731 1
7940 47 0
4376 7656 1
764 2789 0
1021 1429 1
3906 496 0
2526 85 1
3952 5886 0
5462 1131 1
4118 1394 0
4570 2366 1
2173 3731 0
3116 4477 1
1822 9344 0
9315 3135 1
8274 3391 0
8142 9693 1
4995 1411 0
3551 7270 1
2172 8418 0
4185 6245 1
3179 9380 0
439 1149 1
9142 3966 0
5548 7197 1
5180 5879 0
2753 4122 1
7875 3775 0
412 3861 1
6160 6006 0
2438 5347 1
7833 5003 0
3437 5157 1
3463 2725 0
609 8565 1
6804 3423 0
2149 8439 1
7488 9516 0
3505 7842 1
7663 4790 0
566 337 1
1086 3492 0
9904 8008 1
8091 631 0
4227 8925 1
6612 6717 0
9635 7413 1
7146 7193 0
6456 9196 1
7567 7617 0
9901 1395 1
6622 2604 0
1886 8774 1
9542 5 0
2369 5996 1
442 9986 0
1413 6230 1
9645 8207 0
4310 3258 1
5085 3510 0
3897 6335 1
8082 5331 0
8495 3093 1
8072 3827 0
7051 8895 1
1259 1195 0
2700 687 1
6783 5073 0
8697 197 1
7607 8517 0
2155 2079 1
2734 9247 0
8651 6328 1
9934 7899 0
2847 1704 1
8495 8325 0
8651 4673 1
6175 1063 0
4524 7573 1
8994 6295 0
1577 9243 1
5526 1965 0
4277 8322 1
3677 2982 0
6570 6054 1
8869 3488 0
5913 4649 1
100 622 0
3888 9158 1
4274 1860 0
4879 6572 1
9187 6993 0
6353 6581 1
7806 7938 0
1762 8834 1
4374 8161 0
5438 7988 1
5674 4000 0
4046 5541 1
7200 7638 0
3245 3025 1
5058 315 0
6753 4357 1
3149 465 0
2203 4229 1
883 7473 0
7531 7311 1
7144 5 0
8553 757 1
1805 4291 0
9203 9896 1
9613 3464 0
3727 9519 1
8148 4667 0
7948 2431 1
3615 5932 0
4280 5193 1
9527 2174 0
5054 1477 1
9829 6758 0
5534 3915 1
862 4002 0
2873 3480 1
8354 1396 0
9423 961 1
1552 625 0
3788 7714 1
7439 9790 0
5352 6674 1
1212 3467 0
8839 2887 1
6963 5445 0
1833 8646 1
7304 7181 0
3665 7648 1
8995 3148 0
1882 9029 1
9818 7654 0
8759 1647 1
8611 3754 0
7342 1166 1
2363 3682 0
652 9362 1
8406 7475 0
3221 1886 1
1938 8944 0
9653 4698 1
9468 5982 0
856 2763 1
7695 5979 0
620 5816 1
5057 1442 0
7831 6031 1
2747 3359 0
2012 8716 1
5802 7056 0
5377 753 1
3482 1565 0
5204 8065 1
1271 8764 0
6491 2738 1
8617 7046 0
9572 4446 1
3818 1872 0
7202 3451 1
2717 2558 0
2787 2986 1
380 5726 0
5475 9091 1
7376 8405 0
4805 1189 1
6584 9791 0
9155 9069 1
219 5437 0
5948 9414 1
1240 5509 0
2386 8211 1
379 2029 0
9645 2396 1
1080 2827 0
6767 7047 1
4904 6301 0
5730 4605 1
8006 5 0
6042 225 1
5821 8732 0
7526 2910 1
1423 8011 0
