10000 10000
4216 6932 1
9440 606 0
3550 2846 1
2600 6735 0
8153 8032 1
7380 3905 0
1438 5864 1
9182 1168 0
3785 3255 1
428 1775 0
9153 7793 1
6941 9631 0
8473 1630 1
8485 6454 0
6661 9182 1
9315 4356 0
4932 3602 1
7346 5618 0
9923 6597 1
1541 9205 0
1586 4456 1
9223 9777 0
6100 641 1
517 9446 0
1658 6939 1
6198 7452 0
9029 4650 1
4535 293 0
8189 4776 1
405 6356 0
7081 1787 1
5579 7016 0
799 7033 1
1130 9040 0
6708 7885 1
9590 5431 0
146 8699 1
2523 3825 0
6249 5974 1
5056 6027 0
1606 8363 1
9845 8230 0
3116 6267 1
4531 353 0
5410 5246 1
1413 7189 0
3059 3535 1
4142 5597 0
5535 2389 1
1410 4224 0
9037 3888 1
1305 3268 0
4361 7900 1
2181 1468 0
8172 2832 1
8323 3132 0
2480 3359 1
7898 5449 0
2907 1703 1
6451 9534 0
1329 6374 1
5643 6533 0
3918 595 1
629 6801 0
8881 9435 1
5115 7434 0
8119 9539 1
5657 5863 0
3769 3302 1
6025 2583 0
4529 8529 1
265 623 0
912 6969 1
1158 397 0
528 3920 1
6162 7783 0
2730 4792 1
47 4268 0
72 2506 1
6838 1390 0
8808 2434 1
9942 4896 0
9797 9051 1
4769 5924 0
9571 8389 1
1515 1 0
7272 4037 1
326 2551 0
7191 3489 1
9449 50 0
4468 4877 1
720 7753 0
6093 2531 1
3467 1100 0
6110 1326 1
5409 1038 0
8693 8933 1
2125 4302 0
1440 7062 1
5583 7121 0
9742 8408 1
9624 5737 0
2348 7272 1
258 9356 0
7746 5259 1
132 4795 0
5887 9814 1
7605 3539 0
3492 4717 1
2005 4057 0
9364 1746 1
9110 3209 0
8134 1901 1
1182 3348 0
7957 6366 1
1577 5262 0
7898 5546 1
2699 9918 0
1792 7520 1
7384 6702 0
8994 9674 1
4584 17 0
1685 5866 1
7691 1977 0
4202 4536 1
4832 8893 0
8003 3500 1
5270 5687 0
6388 3677 1
3488 2652 0
6572 4925 1
9789 3221 0
887 9794 1
2390 6594 0
3884 1395 1
142 8382 0
5338 2597 1
771 7392 0
6547 1957 1
8088 4808 0
9806 8244 1
729 2152 0
7224 1315 1
829 3081 0
6743 2610 1
1465 8390 0
785 2251 1
7843 2549 0
8612 8821 1
4750 9380 0
3570 5675 1
9573 8382 0
5804 2432 1
76 6889 0
9805 3375 1
5069 3559 0
5005 4394 1
6424 4356 0
8520 1663 1
5150 8065 0
9409 6154 1
9258 2851 0
6335 7775 1
7926 5136 0
951 1880 1
9825 2495 0
8487 6722 1
1867 856 0
1240 2300 1
4189 2195 0
6838 6749 1
3994 1047 0
9494 4076 1
4033 1539 0
8238 5795 1
8541 7100 0
2716 8706 1
3680 4434 0
6689 3903 1
8058 4419 0
8504 8697 1
5976 9641 0
9397 7062 1
5817 5369 0
1792 8391 1
9971 1009 0
2832 4475 1
3310 4268 0
3336 2330 1
4171 2994 0
6039 2717 1
3011 9019 0
8344 3214 1
5233 1899 0
164 6681 1
4496 2095 0
9368 1027 1
7344 2495 0
584 4417 1
3783 8403 0
7581 8786 1
1048 7377 0
2548 1729 1
9005 4321 0
4535 9745 1
811 2821 0
6282 2023 1
9601 1493 0
4693 6142 1
5613 9581 0
4633 8309 1
9272 8111 0
2410 9152 1
6093 8971 0
8351 603 1
4474 8850 0
658 737 1
5115 6027 0
7498 4947 1
2787 1125 0
3389 6820 1
8320 8255 0
8231 6977 1
3458 5388 0
5895 8218 1
7607 3477 0
858 7220 1
1261 7118 0
8717 7795 1
4235 1322 0
2946 8095 1
3728 1335 0
1544 6806 1
7195 8023 0
4998 5593 1
1844 5626 0
6154 1588 1
8389 2772 0
2610 7161 1
9314 5959 0
5662 5425 1
2180 1303 0
1870 8034 1
7193 8477 0
1971 4830 1
1971 4415 0
2050 4772 1
2412 8382 0
5422 3912 1
3479 8065 0
3796 7272 1
7467 151 0
839 4015 1
795 8715 0
4974 5160 1
8015 2457 0
4649 4454 1
7671 1 0
8024 3594 1
2803 2623 0
8880 232 1
6961 7060 0
7558 1644 1
1742 6614 0
1632 8188 1
452 4372 0
2444 9221 1
3670 5217 0
2822 3835 1
3173 6006 0
6094 1733 1
3939 9886 0
1496 1511 1
4409 2646 0
4566 9643 1
4759 7470 0
428 3240 1
2867 4973 0
2067 6029 1
2127 8229 0
2631 7183 1
3383 248 0
4371 1940 1
8349 630 0
5853 2975 1
5718 7494 0
9947 8652 1
6225 6659 0
5586 710 1
3450 7127 0
1157 7344 1
9732 9744 0
5009 3157 1
1601 6973 0
146 3840 1
7632 336 0
6233 7659 1
5650 2435 0
146 7644 1
7845 1416 0
2123 158 1
5175 5196 0
4668 7607 1
641 6982 0
9565 2268 1
2716 8882 0
7346 8387 1
4913 2784 0
5152 8248 1
8087 1879 0
7262 9039 1
9584 3505 0
9915 442 1
9151 3518 0
2384 7301 1
2922 4661 0
8058 8392 1
7000 2734 0
9422 242 1
2729 1024 0
707 4537 1
7811 5378 0
6484 2594 1
3001 9852 0
3746 1139 1
3746 4153 0
295 7576 1
4830 2224 0
6431 5305 1
7108 5184 0
2251 8764 1
8757 4045 0
6560 4974 1
5263 2854 0
7477 8373 1
5810 3120 0
2062 4898 1
5963 5745 0
1912 3157 1
6953 5319 0
1529 7878 1
4231 2032 0
9037 4891 1
5630 5262 0
2153 8348 1
8256 4209 0
8640 72 1
6790 4795 0
8419 4445 1
2416 8605 0
9952 2049 1
191 2790 0
2922 2093 1
2939 9495 0
4735 6163 1
7630 3224 0
2832 1869 1
55 8939 0
8948 6603 1
5292 7964 0
2998 7811 1
5418 3129 0
5495 5845 1
6961 3739 0
1546 6077 1
3108 656 0
6530 6978 1
8462 4808 0
8498 1888 1
2026 9330 0
8335 2223 1
4892 3866 0
8608 3311 1
999 1726 0
264 7010 1
9541 9330 0
1015 6560 1
5718 7997 0
3184 9567 1
4885 5924 0
7749 1450 1
9758 8144 0
2096 3567 1
8096 8044 0
3847 7323 1
5652 7139 0
2430 1078 1
7456 3498 0
290 5024 1
3497 8497 0
3231 9348 1
9483 4333 0
830 1978 1
6548 2053 0
8719 5764 1
7591 4788 0
3138 4211 1
528 6367 0
2141 4050 1
581 5898 0
5871 6951 1
8920 6543 0
2293 3875 1
8786 6869 0
8849 6230 1
8832 7332 0
6301 174 1
465 5136 0
6652 1984 1
1696 3905 0
4204 963 1
589 8137 0
5662 123 1
3433 5512 0
677 4887 1
6226 7441 0
5647 4574 1
1768 820 0
10000 25 1
9960 3195 0
3902 5 1
9071 1 0
8540 3 1
1595 9969 0
2740 6112 1
4935 8758 0
3638 4155 1
7920 4242 0
7461 2971 1
236 1379 0
7479 6232 1
7299 2380 0
7794 6809 1
6395 7165 0
1469 6661 1
5385 1553 0
6220 675 1
3862 1615 0
6814 4503 1
325 353 0
8951 8651 1
3338 9062 0
9711 8056 1
1607 9325 0
8910 3161 1
7346 3893 0
8546 9935 1
5971 71 0
5025 470 1
7591 18 0
8269 2789 1
5753 9888 0
1029 5751 1
1485 3443 0
5688 6558 1
808 6776 0
3553 2500 1
7059 7410 0
6602 2721 1
6885 1847 0
9958 4604 1
5400 1801 0
3700 229 1
237 4923 0
2674 6243 1
367 7196 0
4928 528 1
9748 3683 0
9405 7136 1
1781 6615 0
9565 2922 1
2176 5085 0
2221 9357 1
9235 457 0
8179 5528 1
8281 6487 0
7342 7305 1
241 9280 0
2348 7187 1
8429 7180 0
7379 1323 1
9931 6776 0
5170 7091 1
8314 4569 0
5206 8786 1
4736 8417 0
3865 672 1
4917 5664 0
6131 6100 1
3778 9065 0
943 4220 1
3910 6635 0
3896 4262 1
3255 4399 0
7841 2859 1
6246 801 0
8152 5930 1
2437 6373 0
6748 436 1
9965 5091 0
3272 8172 1
6704 8852 0
4012 422 1
7158 3574 0
3988 6717 1
3156 8893 0
818 1534 1
9826 9988 0
2264 9564 1
6015 8347 0
1746 979 1
4823 7056 0
596 2510 1
6579 3429 0
4557 5845 1
4194 5863 0
3947 1878 1
859 1699 0
4593 6941 1
7878 592 0
8867 544 1
8147 5915 0
8750 7531 1
146 6066 0
2441 6274 1
2450 8255 0
9253 424 1
4618 542 0
439 9537 1
8994 6359 0
5882 1755 1
2717 4841 0
35 1043 1
5943 2525 0
87 6662 1
9090 1047 0
1190 714 1
4319 2279 0
7934 5649 1
5711 5687 0
6905 9552 1
2828 3477 0
5237 2043 1
564 9358 0
8463 4284 1
2556 5631 0
772 6536 1
7195 3243 0
280 86 1
2564 3683 0
668 1427 1
1258 1265 0
8114 2412 1
3746 8607 0
4666 2488 1
547 4616 0
4530 5028 1
9983 3292 0
1756 9935 1
9587 563 0
3097 9242 1
1032 8382 0
7123 8248 1
2997 5106 0
4365 2498 1
7305 5388 0
3238 6875 1
8017 3243 0
1085 4162 1
8328 8837 0
2391 7489 1
5193 7309 0
5733 3925 1
4849 2507 0
5823 1452 1
279 9633 0
7492 7631 1
2593 4538 0
9409 8235 1
2935 9456 0
6486 3405 1
4456 9186 0
1814 9686 1
3553 9032 0
7520 9681 1
9734 7712 0
6808 7739 1
470 1903 0
5246 747 1
4207 563 0
4948 4211 1
9196 6501 0
8447 4488 1
525 7824 0
5306 1681 1
4373 7964 0
2627 4371 1
7286 2475 0
5450 3265 1
7818 2525 0
896 472 1
8948 4850 0
4088 6123 1
6585 4281 0
2028 303 1
6063 937 0
6998 4319 1
1924 5549 0
2581 7400 1
3217 6408 0
1957 4328 1
392 7111 0
4712 3764 1
9555 9094 0
5343 4659 1
8334 5317 0
7159 7089 1
4378 3716 0
6466 8387 1
9810 6997 0
7690 5345 1
4860 9550 0
5030 125 1
8227 309 0
6963 1727 1
1850 6369 0
7136 5261 1
868 1 0
7584 4284 1
5030 3369 0
7314 5377 1
7691 2570 0
7583 1462 1
4054 4272 0
9136 3594 1
5441 7341 0
166 8011 1
4490 6592 0
4623 7703 1
3717 8234 0
8206 9382 1
3822 5549 0
7201 5598 1
6378 1801 0
4023 2853 1
6243 563 0
8865 4291 1
946 7883 0
6209 796 1
1132 9796 0
9927 4439 1
4482 1967 0
3826 8990 1
8389 7252 0
4442 8068 1
9824 3406 0
1364 5993 1
8188 2084 0
3341 7878 1
8466 1152 0
7390 2448 1
5613 5615 0
8070 922 1
2274 7484 0
5609 4514 1
6760 9988 0
676 7878 1
42 8332 0
3887 9263 1
6957 4624 0
8461 3092 1
2282 8456 0
4134 8800 1
7295 6478 0
7123 4297 1
3078 2318 0
2144 9101 1
3364 5612 0
8847 2043 1
1387 4387 0
3456 6204 1
2921 3476 0
1565 7411 1
3571 5369 0
2309 6391 1
2093 7568 0
6331 7508 1
8706 1265 0
7918 9475 1
6828 6256 0
8194 5724 1
1907 9219 0
3 9210 1
2592 9726 0
4689 3800 1
228 8211 0
3998 7517 1
8842 4032 0
1140 5624 1
4792 7307 0
3902 1931 1
5234 4316 0
847 9563 1
6820 5615 0
3506 303 1
1876 9082 0
7036 2208 1
5768 8969 0
4388 8947 1
756 2646 0
3458 8575 1
9645 1942 0
942 5940 1
6013 1060 0
8897 8305 1
3381 1973 0
3638 6655 1
7428 4963 0
8259 3957 1
1212 3443 0
4638 4575 1
4296 4862 0
5517 3691 1
4733 1715 0
992 4818 1
4783 8028 0
7202 370 1
7528 4153 0
6047 3607 1
8185 1835 0
5675 2766 1
5332 9807 0
419 8906 1
3482 3252 0
9107 536 1
7234 8360 0
7304 6045 1
6575 5369 0
9071 5844 1
2830 6836 0
4446 1516 1
4876 2475 0
4201 6381 1
4650 4272 0
3321 1183 1
360 953 0
7548 4517 1
3405 9249 0
4155 8704 1
3854 9069 0
2602 5573 1
4774 8255 0
8298 6260 1
3001 8908 0
1755 5511 1
602 6384 0
4146 1162 1
261 8637 0
6168 3933 1
4858 4914 0
7389 7066 1
1475 4961 0
4621 9134 1
3070 4082 0
3210 1208 1
5806 1230 0
3696 5025 1
9388 5578 0
8246 7675 1
4306 2148 0
3430 4149 1
2520 6776 0
3204 3544 1
9404 8018 0
6515 5371 1
9892 6801 0
8451 6338 1
25 2495 0
5961 8011 1
4135 9376 0
7445 7797 1
4638 5172 0
4756 7235 1
3680 8211 0
4894 224 1
3547 1316 0
9943 6290 1
203 7028 0
6812 5040 1
1240 8683 0
6018 1363 1
1737 5600 0
6364 8455 1
6845 484 0
5694 1144 1
9198 5388 0
1908 9460 1
3137 4334 0
4998 6480 1
9834 5402 0
3555 9764 1
3453 5903 0
9000 6969 1
5253 7172 0
2478 961 1
386 1082 0
8530 1320 1
3673 542 0
6391 6554 1
7232 7610 0
97 3414 1
3023 6105 0
7912 2966 1
8830 1610 0
9899 3255 1
3822 6545 0
9104 3933 1
2341 7415 0
4211 9420 1
9392 9568 0
2335 7509 1
3416 5391 0
9689 730 1
5721 8843 0
5491 5701 1
665 359 0
8656 6827 1
9722 3055 0
1578 6246 1
5448 3949 0
9352 1737 1
1319 2270 0
182 4252 1
7707 6373 0
5304 2603 1
6286 7867 0
1680 2876 1
5739 4061 0
6473 232 1
4670 3811 0
4048 7897 1
5673 7118 0
6831 6383 1
2473 151 0
8104 1538 1
179 3495 0
5817 1814 1
8198 820 0
3412 7373 1
390 4299 0
1926 4547 1
7187 3628 0
8675 2746 1
6114 4471 0
2285 3610 1
2410 6728 0
24 362 1
6948 6402 0
7716 1170 1
1058 3082 0
3146 8231 1
2296 7941 0
5668 6932 1
9727 3484 0
5592 3336 1
68 5475 0
4807 9972 1
5526 4299 0
6497 5298 1
4383 7852 0
5257 1746 1
2088 4157 0
101 4188 1
7013 7307 0
9112 624 1
6856 4247 0
5640 1579 1
8839 6318 0
2527 5456 1
8827 7475 0
7043 4507 1
7071 7475 0
7792 8603 1
7442 633 0
3412 2422 1
6562 794 0
7463 4531 1
5194 7146 0
8757 1253 1
1731 3639 0
8078 3997 1
4892 4607 0
8593 522 1
6523 6377 0
8662 3059 1
6541 9389 0
1228 3064 1
1983 6607 0
4042 9609 1
5287 7112 0
2846 9936 1
2618 4847 0
8355 2654 1
9399 9910 0
9234 7900 1
7022 3100 0
5675 165 1
760 8611 0
6553 3882 1
9152 2693 0
509 6670 1
7554 7780 0
2797 5521 1
3113 379 0
9431 2749 1
9130 4795 0
665 8583 1
4831 4923 0
5569 7818 1
3632 2257 0
9098 584 1
5925 2073 0
8498 4069 1
4088 9904 0
4715 3345 1
7010 4428 0
1654 1781 1
9611 6152 0
5000 1015 1
7571 9888 0
8361 1120 1
5906 2073 0
2011 8077 1
6499 3476 0
832 829 1
6431 4901 0
3432 2458 1
1413 420 0
5498 3956 1
1446 2514 0
8101 5411 1
59 985 0
4530 8235 1
6434 3268 0
8750 8928 1
9520 9012 0
1814 8245 1
1440 6423 0
7800 9315 1
7292 1165 0
5696 7856 1
8639 1052 0
5206 6857 1
9054 3701 0
9001 8309 1
2794 6190 0
9221 6566 1
6435 3243 0
5281 1710 1
2497 4587 0
7071 8401 1
6513 3799 0
2083 5573 1
4992 9778 0
8302 3951 1
8389 4991 0
9871 125 1
405 7415 0
1914 878 1
2110 9771 0
1306 9460 1
2754 8926 0
5418 7528 1
4382 985 0
4496 609 1
2698 4522 0
9242 8985 1
6405 7677 0
2995 3092 1
1010 3348 0
2675 9846 1
7305 3135 0
3492 6185 1
807 3198 0
3440 4751 1
4805 8643 0
7031 5802 1
5065 8565 0
7776 7584 1
7356 1990 0
7141 9189 1
4042 1977 0
6370 9738 1
7131 8025 0
3030 1344 1
443 8439 0
7251 545 1
2531 2570 0
6158 4093 1
427 2417 0
3116 2330 1
8614 5223 0
253 7861 1
8305 3424 0
76 3147 1
698 4380 0
7973 3351 1
2011 2257 0
9836 3169 1
3846 2053 0
2726 9337 1
306 368 0
6115 224 1
768 2762 0
4898 3983 1
6564 5782 0
6876 7318 1
3324 6470 0
9518 1189 1
2651 7312 0
3519 8175 1
7575 7281 0
5654 5849 1
5586 3600 0
7658 9650 1
4128 4562 0
2867 4876 1
1714 6423 0
6254 5398 1
48 5184 0
1077 5011 1
3414 3942 0
5145 4531 1
9034 4624 0
2946 8507 1
9102 8065 0
9763 8305 1
9897 3418 0
9834 2988 1
5593 5373 0
1814 8791 1
1022 7816 0
1134 6692 1
2534 6402 0
6758 6789 1
6439 5136 0
5011 9455 1
1375 3418 0
2822 7752 1
8138 8347 0
5495 2842 1
6933 937 0
6969 8516 1
2335 2275 0
8823 7509 1
9864 49 0
8808 6604 1
802 6730 0
6304 7079 1
6485 9668 0
4998 2432 1
9894 3498 0
874 1319 1
8348 5093 0
8341 2830 1
1425 4854 0
9916 7247 1
5425 5096 0
4525 778 1
6748 3348 0
9460 4297 1
8572 9201 0
8240 2300 1
3 8065 0
1146 9803 1
2701 1610 0
9145 2086 1
5455 3646 0
1263 5054 1
1997 5184 0
6856 8933 1
5278 26 0
8096 8624 1
5187 9490 0
8597 4467 1
3907 6141 0
5759 5025 1
9263 8065 0
2300 9893 1
8593 6954 0
5889 6585 1
5656 9588 0
6431 2603 1
9448 206 0
1233 1154 1
1821 9055 0
9132 9942 1
5072 5980 0
7204 3355 1
2012 2638 0
4746 9699 1
8159 4701 0
7316 1586 1
318 9216 0
3205 5269 1
3814 9784 0
4355 2984 1
1590 8898 0
3304 6258 1
5100 3150 0
7678 8554 1
2962 4228 0
7212 5767 1
5673 2475 0
1243 2030 1
9494 7875 0
4062 4623 1
7685 5196 0
8891 8525 1
9716 3099 0
2521 2297 1
6600 2179 0
7687 6192 1
1538 8840 0
7845 9179 1
9753 9918 0
7858 5698 1
6894 6196 0
7687 3169 1
4800 9744 0
8750 943 1
5849 1 0
7949 3582 1
9714 6231 0
2876 6331 1
5777 3690 0
7428 5294 1
6307 3198 0
9554 462 1
8084 1717 0
9718 4521 1
4959 9807 0
7905 779 1
432 985 0
9946 6685 1
906 8969 0
4472 4859 1
362 4386 0
2975 2082 1
458 2748 0
9431 7544 1
8461 5078 0
2834 8924 1
6062 3150 0
1644 6858 1
9539 7281 0
4220 4260 1
8706 3370 0
8118 2686 1
4173 8805 0
8516 8554 1
3166 9749 0
4570 6161 1
7640 5255 0
3388 9451 1
2880 8898 0
2658 9958 1
8442 4847 0
5273 9995 1
9200 4057 0
5879 6142 1
6151 3678 0
5542 6358 1
6059 3730 0
3462 8259 1
727 568 0
7591 5229 1
6575 7991 0
7331 6444 1
5877 5104 0
3298 933 1
751 6166 0
1469 3183 1
2438 7997 0
894 4064 1
6872 7470 0
7711 8818 1
8046 6252 0
7531 2473 1
9130 9511 0
1393 2143 1
3696 3693 0
854 4311 1
8733 5190 0
7888 5760 1
8820 9904 0
6207 1069 1
9781 5228 0
2472 1403 1
2312 3730 0
6906 3485 1
8588 6997 0
5053 4720 1
8733 8838 0
7187 1666 1
6300 6016 0
6045 394 1
5789 2351 0
7369 1788 1
753 8611 0
7297 6431 1
7868 1793 0
2256 2600 1
1401 1669 0
3589 8769 1
8279 1942 0
6309 4575 1
8721 2778 0
4978 1520 1
1604 4264 0
5935 9772 1
2822 9199 0
3473 4871 1
3800 9938 0
7044 146 1
3507 1977 0
6093 22 1
9942 8415 0
9375 5846 1
4887 6855 0
6509 1719 1
3502 9412 0
3847 2611 1
4301 9276 0
8656 7465 1
6142 6066 0
3201 939 1
9795 6913 0
5030 5638 1
4531 1390 0
2601 3011 1
1656 8457 0
4167 1617 1
4585 8285 0
7000 4120 1
2977 4969 0
1333 5000 1
9561 4609 0
6996 8354 1
1994 1857 0
1147 4363 1
1821 6691 0
2160 1940 1
7693 1531 0
8997 6906 1
9156 7928 0
7944 9447 1
6566 9833 0
4128 7512 1
5848 3633 0
4560 5941 1
2980 1648 0
2581 1749 1
5521 4265 0
3088 3540 1
200 3716 0
9398 1336 1
2642 256 0
1741 5964 1
5503 3288 0
3677 3706 1
428 1669 0
7797 4818 1
1234 7060 0
3107 1070 1
9375 8028 0
5965 498 1
8968 2446 0
7373 949 1
9078 33 0
6391 6149 1
1719 9094 0
3596 9031 1
5728 4044 0
1607 2418 1
5571 2815 0
6158 8466 1
1042 9270 0
5862 9590 1
1004 6083 0
3472 8557 1
7613 2815 0
9038 8429 1
7554 2095 0
8624 8153 1
9648 1967 0
3888 1870 1
4898 3498 0
7947 4458 1
971 4665 0
1103 8323 1
253 6902 0
2341 8617 1
9126 2415 0
8161 1473 1
7642 6460 0
3854 9432 1
8219 2024 0
1997 4857 1
2375 3350 0
2493 5921 1
2408 9640 0
7577 7156 1
5135 3390 0
6994 7700 1
654 1038 0
4752 2058 1
3463 3815 0
1663 5278 1
5949 9922 0
362 245 1
3986 2417 0
3488 2894 1
6569 1690 0
6757 4342 1
927 3811 0
2545 6699 1
4805 3710 0
8432 1627 1
5591 937 0
6570 2217 1
2023 2831 0
6908 5142 1
7737 3618 0
9627 5430 1
8936 4494 0
2642 8146 1
6278 9633 0
8948 4810 1
4048 2525 0
8265 5478 1
2756 4357 0
7585 5068 1
4464 2762 0
3530 4939 1
3772 5367 0
9680 4980 1
8658 6836 0
2081 870 1
1107 2345 0
700 6163 1
1174 6369 0
1022 4577 1
4713 2163 0
2444 613 1
546 9749 0
6743 3069 1
2503 5104 0
7733 5191 1
6723 1671 0
9676 5128 1
5398 1810 0
966 6243 1
7888 4091 0
46 1434 1
4984 9603 0
3695 6704 1
466 5037 0
8521 8671 1
9038 9285 0
6687 9096 1
3050 5295 0
5701 927 1
6069 1775 0
6903 7618 1
4950 4919 0
5001 4295 1
8808 8415 0
871 8576 1
5326 2010 0
3304 5604 1
7012 4762 0
6208 517 1
5521 393 0
5237 5640 1
3580 3197 0
3742 4774 1
7554 5310 0
1276 8733 1
4114 6408 0
8416 6969 1
3353 2232 0
4521 2285 1
3383 3599 0
8253 5919 1
7212 8748 0
7197 5698 1
4728 4680 0
3086 1555 1
5108 4268 0
802 7555 1
3517 4400 0
4818 4405 1
3565 248 0
4686 906 1
8510 7761 0
7653 6943 1
3830 9477 0
1536 12 1
307 5402 0
6298 369 1
4360 5966 0
7043 1925 1
6597 688 0
7406 8327 1
1456 9675 0
7131 3014 1
2521 9285 0
5756 740 1
5305 5597 0
6724 62 1
4342 4041 0
7261 6727 1
4078 4302 0
6149 726 1
5054 3224 0
5352 4226 1
4949 7434 0
8706 9261 1
2055 7500 0
7262 2363 1
8209 7377 0
9211 987 1
20 4020 0
8130 9486 1
7606 2537 0
6413 3276 1
5171 5136 0
7743 4175 1
5830 1824 0
4184 259 1
3711 2748 0
6608 5531 1
7453 5184 0
2718 7577 1
5462 6625 0
2917 1802 1
3778 6160 0
5013 7631 1
5563 3278 0
1496 5522 1
3746 4452 0
6771 5418 1
5696 3760 0
7247 1696 1
6445 4923 0
8740 922 1
1902 14 0
9818 1751 1
8436 8366 0
6179 5309 1
675 3505 0
8993 1308 1
9488 6478 0
2412 8858 1
1905 6003 0
365 8973 1
1408 4166 0
7750 5005 1
3835 7939 0
2402 8013 1
797 7824 0
4347 9152 1
8744 9216 0
38 7200 1
9011 4718 0
3261 9621 1
5113 6629 0
3307 7340 1
4417 6341 0
11 4918 1
174 9891 0
3387 684 1
3607 5678 0
8361 9820 1
2093 9389 0
6990 2614 1
4883 5359 0
7595 9964 1
9835 4179 0
8291 1490 1
5676 6277 0
6929 185 1
8027 1159 0
9314 1432 1
5593 4808 0
929 4781 1
5324 1194 0
5786 1329 1
1632 5291 0
6265 868 1
7977 2133 0
7170 9327 1
6603 6635 0
3430 7685 1
2929 3406 0
2443 5866 1
2609 4014 0
8445 4501 1
4514 2405 0
4445 1013 1
6320 4068 0
6219 7522 1
6560 3087 0
2094 574 1
1577 1569 0
8519 8695 1
5345 6950 0
9936 4537 1
6847 3867 0
2403 2706 1
2368 2257 0
4084 1918 1
1735 6318 0
8179 9730 1
5812 1999 0
7241 5671 1
6674 657 0
2704 4018 1
8536 2380 0
9298 5366 1
8027 9048 0
9972 3832 1
1733 3521 0
5585 2056 1
1746 2854 0
5717 4836 1
5909 1539 0
5498 1340 1
2647 4755 0
1910 3032 1
9342 8297 0
5007 1871 1
5247 6196 0
920 5116 1
188 8742 0
3878 6599 1
8515 345 0
7818 4110 1
6750 9069 0
2962 3465 1
878 6065 0
9561 9810 1
4274 8083 0
4826 5715 1
5565 2118 0
4506 9460 1
2857 6922 0
7052 1075 1
8305 2001 0
1229 2806 1
7456 3223 0
7006 3069 1
1960 3099 0
9866 1787 1
8242 5978 0
756 4824 1
2588 357 0
9670 4813 1
384 8799 0
7839 5758 1
114 3373 0
1410 9985 1
3462 8863 0
321 6513 1
9465 7961 0
4274 1517 1
1467 7961 0
3147 9571 1
4187 7597 0
8698 9914 1
6381 9639 0
3262 7937 1
