10000 10000
829 5851 0
9644 1913 1
4047 1572 0
561 346 1
4698 5087 0
5479 811 1
5191 5320 0
5362 3492 1
5252 4221 0
4694 8217 1
4682 3225 0
2437 144 1
5121 5332 0
8679 1098 1
3889 7111 0
6558 7385 1
3520 2832 0
6779 6565 1
888 1697 0
4298 3275 1
8651 8115 0
6172 9377 1
4751 8743 0
482 4527 1
103 9414 0
9974 9515 1
1245 5558 0
9386 5581 1
1162 3267 0
1110 8618 1
4797 3399 0
6369 426 1
7777 9398 0
8802 5327 1
614 2584 0
8381 2031 1
8812 1621 0
951 8110 1
6627 22 0
3 4929 1
3076 6537 0
875 9683 1
3579 4 0
8067 7986 1
3028 281 0
2233 4129 1
3458 6257 0
5866 5453 1
9144 637 0
5311 552 1
4316 8860 0
8618 7951 1
3714 9301 0
8337 8636 1
4584 9835 0
8853 3723 1
3291 8334 0
489 9279 1
4103 1239 0
4799 4850 1
5037 650 0
8777 2822 1
1722 2595 0
8047 3156 1
4850 7673 0
4077 5041 1
2677 6974 0
3815 827 1
8202 3105 0
6761 855 1
4030 9952 0
3683 344 1
5409 4044 0
2019 7694 1
228 8080 0
9694 4101 1
9308 6132 0
4700 3393 1
6406 3280 0
5844 8855 1
7886 6767 0
1210 8583 1
4789 5662 0
6635 226 1
2741 6777 0
7205 8631 1
6240 3374 0
7205 8918 1
6818 6758 0
4070 5085 1
4650 343 0
2435 8695 1
5421 8826 0
1485 6824 1
5868 2292 0
6167 1188 1
3974 6136 0
6850 1739 1
5676 9770 0
697 4004 1
8311 6684 0
3111 5354 1
3537 2383 0
7387 8700 1
3752 7647 0
4007 9515 1
1013 2382 0
1679 3243 1
9589 1278 0
4985 3091 1
6356 2546 0
7689 6019 1
4620 3905 0
5123 3922 1
3300 5345 0
899 8141 1
3080 4755 0
6808 1568 1
6277 8125 0
8450 3573 1
2826 5662 0
5475 5640 1
2662 4673 0
2276 984 1
9145 2393 0
6313 8394 1
771 2174 0
2932 4149 1
5150 5659 0
482 4008 1
6965 6998 0
3938 7430 1
1998 1564 0
6493 8503 1
1804 3327 0
9496 9273 1
5188 6025 0
6336 8100 1
9698 7727 0
1702 9729 1
135 7001 0
9589 8273 1
7542 8334 0
9855 579 1
4257 2797 0
6955 4809 1
710 2068 0
6873 5890 1
1122 7517 0
6355 7508 1
109 5138 0
381 8104 1
710 4205 0
1281 8135 1
2423 3481 0
2030 2929 1
6590 4452 0
4185 6102 1
2284 5766 0
819 8114 1
4831 1809 0
8823 3 1
2040 7998 0
3305 5224 1
2879 849 0
2968 6200 1
2532 6320 0
774 4450 1
513 4815 0
3664 9600 1
4935 8681 0
1430 8048 1
3813 8800 0
3698 850 1
3492 4926 0
5890 6816 1
459 1748 0
5274 3763 1
2439 933 0
6725 8251 1
227 2405 0
914 9704 1
3297 4561 0
3448 1977 1
866 8021 0
7488 9677 1
2414 810 0
6686 9801 1
1007 3033 0
4063 4327 1
1771 4113 0
6268 3626 1
5690 3260 0
3599 2644 1
9466 7240 0
5626 1598 1
7194 4815 0
1779 2162 1
1163 1518 0
4729 5159 1
3190 9674 0
2857 7655 1
4157 2064 0
5294 9831 1
60 1766 0
8227 7813 1
9719 1942 0
5037 1132 1
9934 1518 0
1771 1664 1
5510 1375 0
2220 6385 1
5813 6695 0
3670 9220 1
1771 7269 0
9793 5457 1
6808 9056 0
2048 5269 1
2684 8453 0
6446 4127 1
435 5723 0
5680 27 1
158 5897 0
4641 6760 1
9523 2999 0
6511 8511 1
101 5464 0
924 2784 1
4919 2631 0
2807 9481 1
2399 4266 0
2851 7042 1
727 9262 0
734 1984 1
8842 3997 0
1746 8833 1
7799 3834 0
2009 1420 1
6588 7397 0
7198 2029 1
8977 1133 0
9256 4576 1
8282 6315 0
6164 5571 1
8237 6183 0
3472 4463 1
277 4452 0
5639 6899 1
4467 8568 0
882 2379 1
215 1280 0
7937 1801 1
2857 9000 0
879 4463 1
8686 9236 0
1402 3498 1
3619 4830 0
962 5759 1
5969 6272 0
5710 9295 1
4938 7343 0
784 2183 1
1569 4670 0
5178 5688 1
5131 3389 0
9621 7101 1
9302 5174 0
7130 305 1
3960 9819 0
272 2539 1
6577 6308 0
3479 6345 1
4500 9952 0
9659 2043 1
6042 3189 0
6519 3954 1
2629 5153 0
5418 4341 1
8340 4720 0
6536 328 1
3172 2166 0
4536 9199 1
7705 6152 0
2721 7994 1
9035 1458 0
9356 7548 1
9883 3887 0
7591 9106 1
5807 9404 0
907 6722 1
6121 3811 0
4278 7057 1
6564 848 0
3972 5857 1
6301 9198 0
9310 954 1
4758 7898 0
4157 1894 1
1746 2156 0
722 6607 1
5688 598 0
2244 4891 1
6059 8051 0
5883 4521 1
8692 3420 0
1521 6312 1
8471 3580 0
7546 5205 1
2317 9117 0
1898 1643 1
5557 442 0
6578 1491 1
2463 8246 0
9664 2747 1
5857 7407 0
2576 741 1
9138 6457 0
3094 7621 1
6185 9198 0
9735 9554 1
803 2395 0
8656 1821 1
7880 6050 0
699 5930 1
9193 4452 0
4553 8548 1
1926 9444 0
3008 3336 1
8768 7265 0
4681 5169 1
5668 300 0
7997 6127 1
8188 1426 0
4024 5317 1
4702 2458 0
5050 8975 1
5664 776 0
5322 2825 1
6437 917 0
3889 6032 1
3810 8619 0
2909 121 1
7704 6044 0
5941 4774 1
1520 6282 0
2841 5688 1
1164 3377 0
8707 7657 1
6072 7180 0
616 9876 1
5257 2543 0
6307 5829 1
8570 3622 0
2776 7318 1
2427 1000 0
4077 4935 1
7644 650 0
4091 7664 1
8658 1992 0
4750 9738 1
1373 7670 0
5060 6082 1
2011 2847 0
3810 3944 1
2687 5423 0
4824 8410 1
7923 2873 0
6887 1033 1
173 8389 0
9967 2217 1
4687 370 0
854 4933 1
3036 9692 0
71 9017 1
8239 6619 0
5451 3014 1
6693 1518 0
6190 103 1
9248 3414 0
2975 7811 1
24 5659 0
3881 3966 1
9412 5053 0
4142 253 1
4727 9389 0
9831 6714 1
8073 4381 0
9584 9548 1
8504 2312 0
1880 5500 1
7498 7840 0
5085 2741 1
3806 3340 0
1890 2970 1
7441 6967 0
3126 1346 1
7214 3260 0
5777 4118 1
2666 8791 0
9140 7515 1
7977 8165 0
3926 5249 1
9140 5138 0
5140 1081 1
8661 1564 0
2249 7029 1
4975 1657 0
3587 6964 1
8914 477 0
2272 5823 1
7320 7048 0
7795 8113 1
6768 4202 0
1862 2947 1
4003 5654 0
8611 8116 1
6591 9406 0
4776 509 1
2805 3876 0
6117 7443 1
3088 3782 0
3558 6838 1
4195 4015 0
6215 8072 1
8118 2962 0
3178 5050 1
9264 1927 0
8155 4864 1
3036 8364 0
1114 2451 1
7418 1671 0
9185 5726 1
2917 4551 0
7040 7127 1
8407 8418 0
6443 1803 1
5497 9961 0
6027 8253 1
6122 1356 0
2378 6248 1
7686 7885 0
8680 6809 1
8243 2245 0
5084 3351 1
7797 796 0
7556 3076 1
9582 8478 0
1977 9939 1
2008 6094 0
8583 3149 1
2237 455 0
7205 5838 1
7507 5010 0
964 3862 1
180 8814 0
8520 8034 1
3347 8250 0
2436 2040 1
9552 8791 0
6488 6416 1
8777 3414 0
972 4395 1
9185 3100 0
9289 649 1
1821 6557 0
3880 7472 1
7980 3064 0
7794 6906 1
3829 4956 0
7747 1163 1
6346 4954 0
1146 4405 1
8076 4165 0
9610 6033 1
7014 213 0
5891 2972 1
3558 8986 0
1728 6120 1
75 1481 0
431 7624 1
1396 3499 0
5560 2252 1
1138 191 0
1470 8955 1
6332 7529 0
1186 36 1
7154 8013 0
2087 3415 1
4129 6967 0
7886 8530 1
3233 1405 0
7426 6291 1
5002 944 0
6594 2175 1
9763 6014 0
9881 3483 1
4285 6139 0
7836 9339 1
8025 926 0
6205 6804 1
2451 1438 0
8362 7710 1
6405 1266 0
7503 764 1
1286 3797 0
3023 2241 1
4703 6609 0
6548 4895 1
7687 6128 0
8161 7980 1
1389 9843 0
9860 5027 1
9459 2480 0
8957 5825 1
8114 3824 0
6768 7791 1
2775 8734 0
938 7335 1
4517 9904 0
4689 69 1
722 6532 0
784 1846 1
6820 5177 0
8983 423 1
3495 9919 0
9740 9769 1
4004 7834 0
2984 2421 1
5683 1465 0
3707 8835 1
1285 934 0
6744 7716 1
3138 9019 0
2392 8136 1
5433 9291 0
4393 4683 1
2305 4171 0
5061 7436 1
6331 8049 0
6868 9912 1
5768 284 0
7776 4357 1
8848 7637 0
2464 1006 1
9012 9700 0
5849 9846 1
9976 2096 0
2804 549 1
6453 7289 0
5100 3699 1
4775 4115 0
4385 8706 1
2218 2116 0
3332 5594 1
2516 8787 0
1829 5777 1
2756 8745 0
9556 3692 1
2448 1366 0
3840 4354 1
1783 4923 0
8918 9498 1
3586 2140 0
5203 8197 1
8631 3262 0
1472 7498 1
4209 6572 0
1361 4556 1
5915 9205 0
8744 4850 1
7009 8036 0
2573 6184 1
5303 9632 0
4230 9254 1
6715 2135 0
6452 6977 1
6498 3607 0
7009 5037 1
2749 1863 0
1526 7641 1
1126 1287 0
4007 6459 1
5511 7576 0
9680 3442 1
453 1258 0
3457 1902 1
8780 2135 0
1835 6288 1
1427 9531 0
7301 2251 1
8882 9455 0
7034 3363 1
8711 6898 0
8700 8289 1
7365 3463 0
351 9484 1
8177 2550 0
6749 8161 1
2345 1841 0
8528 8875 1
2978 7218 0
6536 4418 1
1577 5932 0
1830 6247 1
945 7121 0
8074 6446 1
6433 4561 0
9501 8967 1
8526 4670 0
6178 1028 1
7430 6711 0
8530 7202 1
5424 7709 0
7887 3218 1
6018 2433 0
5489 2580 1
1532 3582 0
4695 7017 1
2133 7271 0
1626 9730 1
9470 8953 0
8635 5425 1
6999 6222 0
4393 1881 1
329 9055 0
7669 3 1
6634 3755 0
6682 843 1
2235 9455 0
3716 7297 1
4110 8051 0
7205 6240 1
3111 6055 0
5902 52 1
6647 2411 0
5233 9805 1
8331 4880 0
2301 383 1
4081 2814 0
5037 9616 1
2079 9040 0
7089 6053 1
8561 8775 0
9603 8513 1
2031 3538 0
7534 506 1
7205 2206 0
6989 8405 1
5113 1757 0
2751 2049 1
931 4085 0
3063 9793 1
8319 9885 0
2990 1260 1
1066 2349 0
1220 8666 1
3029 7227 0
7547 4664 1
9831 7506 0
4487 4417 1
886 4140 0
3197 5660 1
5462 4621 0
1723 8041 1
2134 4693 0
3590 2934 1
6999 8584 0
644 5857 1
5429 7998 0
996 7640 1
2715 1429 0
9659 2222 1
9894 3628 0
5205 3975 1
9990 9867 0
4969 4614 1
5704 9187 0
5400 7226 1
2368 8265 0
1592 1994 1
135 1142 0
8893 3445 1
9223 2382 0
957 1994 1
4814 9205 0
4795 6681 1
5391 2668 0
7774 2939 1
5543 4090 0
6059 8828 1
8012 1458 0
9485 8066 1
7362 9630 0
2968 2916 1
5079 4381 0
4179 3973 1
3171 9662 0
7835 3578 1
8474 9213 0
1080 4285 1
4609 8013 0
7920 431 1
9426 564 0
7541 9594 1
4861 7120 0
8867 154 1
29 4027 0
3972 7016 1
1889 6368 0
5064 2020 1
6826 3054 0
1079 1179 1
3634 2056 0
7651 3776 1
7947 7936 0
2895 9635 1
8604 9112 0
8394 5825 1
6969 3342 0
8735 7934 1
6350 6699 0
4958 8353 1
2139 7683 0
4582 3170 1
7527 3887 0
872 6585 1
389 6602 0
7244 664 1
2981 9618 0
7561 2603 1
3939 7731 0
9670 4974 1
2059 8897 0
6930 7675 1
3967 9638 0
8557 2020 1
5911 8343 0
5844 18 1
8443 776 0
5763 7839 1
5240 5196 0
5120 8351 1
2664 9486 0
6481 3426 1
7318 2356 0
9194 2867 1
4899 6485 0
2719 2255 1
5413 3102 0
9831 644 1
3662 7750 0
9106 459 1
2023 9274 0
7681 8504 1
3924 8595 0
7693 5127 1
9360 1671 0
9680 4491 1
9496 9880 0
5035 7291 1
399 3551 0
9728 4517 1
7949 8999 0
583 1552 1
7890 6569 0
147 1079 1
5029 5803 0
9757 2711 1
8032 2575 0
2154 9158 1
8978 5345 0
5935 5576 1
3609 3602 0
75 2677 1
6337 9989 0
1122 2986 1
2891 2396 0
7694 9322 1
519 1063 0
4530 764 1
154 8617 0
3777 2571 1
7420 3283 0
6765 9288 1
5410 6050 0
9214 7924 1
2083 2394 0
823 7633 1
9268 2143 0
5072 3273 1
7702 8069 0
6512 4057 1
1216 5558 0
7904 2343 1
3855 7517 0
2344 8796 1
4668 9087 0
4369 3372 1
7858 5633 0
3704 1929 1
7921 8028 0
8777 6616 1
9752 7649 0
5866 7410 1
9754 7333 0
6451 1939 1
9656 501 0
1916 3472 1
2338 2395 0
7665 3988 1
3457 7474 0
2825 2071 1
2496 1309 0
5850 3289 1
7515 904 0
7040 2183 1
2715 9025 0
2233 4634 1
3 1259 0
328 1788 1
1155 1516 0
5552 2263 1
415 2356 0
2412 4248 1
261 6390 0
4200 7188 1
6498 3326 0
492 1223 1
282 5278 0
2217 982 1
9032 6136 0
1746 6210 1
4280 4722 0
5946 6565 1
8777 8927 0
6443 2930 1
1359 9521 0
4521 8935 1
3190 1197 0
1351 5987 1
9340 955 0
2846 5048 1
6185 2140 0
21 7974 1
5507 814 0
1201 5957 1
842 1043 0
8019 6431 1
8327 4562 0
3086 9420 1
7104 1050 0
2684 5709 1
4045 8099 0
825 5937 1
3077 8147 0
209 1198 1
1028 973 0
7935 7534 1
4036 6025 0
701 3526 1
4230 6685 0
2199 5657 1
605 3320 0
6938 3269 1
9413 7629 0
3778 7487 1
3415 9105 0
6281 1636 1
6297 3118 0
7010 823 1
3435 6203 0
2573 4532 1
5815 200 0
1105 147 1
9160 8976 0
2485 8218 1
3717 7898 0
2552 2000 1
4987 9132 0
9752 9265 1
5577 4027 0
9636 9302 1
8647 6699 0
6491 2331 1
1941 5335 0
961 68 1
6309 7536 0
4645 9836 1
5573 4287 0
8817 7455 1
476 3169 0
9909 3557 1
958 8233 0
9323 5520 1
3823 5542 0
6565 9888 1
8842 7151 0
5306 5393 1
5419 1516 0
1190 2389 1
5572 4182 0
3701 3215 1
7423 6434 0
635 5821 1
3044 4289 0
3650 7665 1
6048 6896 0
7565 1899 1
5291 5081 0
951 6470 1
9971 6794 0
7445 8154 1
7335 7474 0
3201 2419 1
8053 7120 0
6373 3623 1
1303 1 0
5072 9015 1
4751 9830 0
7628 6971 1
294 2232 0
4547 1555 1
2009 6203 0
573 2438 1
8967 2797 0
3297 6182 1
9009 3343 0
4209 9095 1
4713 8372 0
5919 4036 1
2345 2619 0
2695 5263 1
7027 3904 0
7953 6443 1
2823 9445 0
7599 4457 1
4091 5103 0
1001 8710 1
6725 8304 0
6324 3 1
2125 2433 0
4776 9567 1
9907 8484 0
1011 5899 1
7115 1711 0
8557 3693 1
5965 3270 0
461 2853 1
4625 2795 0
7574 8325 1
5593 4084 0
8451 1768 1
1665 1335 0
112 3744 1
6085 9820 0
1698 8512 1
1541 2771 0
8893 8777 1
2040 1992 0
787 5688 1
591 265 0
614 4444 1
7242 2430 0
4644 5058 1
2791 8897 0
29 8591 1
4766 4621 0
128 8097 1
6701 3343 0
1433 6151 1
8198 6149 0
9912 3007 1
3949 5958 0
1994 3678 1
7687 3330 0
3178 9059 1
7125 9189 0
2456 1645 1
1389 7289 0
173 4110 1
6429 3411 0
2478 2399 1
5359 7884 0
9159 8906 1
6788 7370 0
4229 6560 1
9403 1622 0
415 5579 1
5247 572 0
2938 3668 1
9837 8424 0
9465 2542 1
9991 1088 0
4850 7546 1
9263 2373 0
193 7440 1
2035 6485 0
8426 1676 1
8798 5716 0
387 5113 1
4913 2209 0
3537 1103 1
8432 937 0
2715 2835 1
7355 1648 0
1624 4860 1
4145 5146 0
7161 613 1
3913 9663 0
6533 8583 1
8349 2982 0
4647 9476 1
1746 4669 0
6208 47 1
7080 8354 0
5435 3921 1
402 3580 0
9595 3833 1
103 8895 0
2066 585 1
5714 5126 0
261 4505 1
9957 7103 0
432 3041 1
8937 3227 0
8183 6674 1
1373 2678 0
5672 6422 1
5854 4733 0
8466 1396 1
6164 3235 0
3839 9999 1
7104 6513 0
2603 1699 1
1157 5344 0
8433 1285 1
8113 3433 0
5966 9379 1
4364 1933 0
2020 987 1
2151 3690 0
8511 5458 1
5380 7359 0
3277 3152 1
8667 3440 0
1082 9997 1
8012 7030 0
7935 2320 1
9338 1993 0
4320 5918 1
8933 4912 0
9508 6059 1
9347 2618 0
4964 2286 1
8935 8167 0
1938 2345 1
8921 5091 0
2412 1930 1
1988 8923 0
1834 5692 1
6419 7222 0
3789 4766 1
1254 7359 0
4704 5380 1
1092 314 0
8164 109 1
1222 4443 0
2948 1053 1
7864 2390 0
3897 9356 1
7799 1042 0
4508 6647 1
2664 1072 0
8136 2648 1
8025 4071 0
6915 5546 1
4383 1344 0
5993 470 1
7557 6676 0
5663 603 1
4232 9368 0
8457 4175 1
552 9368 0
5274 975 1
2574 2618 0
1605 3855 1
7886 5990 0
3733 7987 1
9063 8372 0
7562 8369 1
1913 5107 0
6288 1973 1
3653 326 0
788 3966 1
2273 6144 0
9428 3356 1
623 6695 0
3297 5343 1
9738 7709 0
9831 7310 1
6337 8925 0
692 576 1
7682 566 0
2557 6901 1
9310 9927 0
953 8464 1
1626 9536 0
7547 6146 1
7550 5618 0
660 1191 1
3253 9320 0
9438 2225 1
2151 5970 0
8618 3793 1
359 1849 0
3830 6984 1
7235 8250 0
8046 8347 1
8820 2096 0
891 9060 1
7125 6447 0
4751 644 1
1909 7867 0
1810 353 1
2901 7852 0
3306 9742 1
8705 8310 0
4390 5169 1
8434 6666 0
6900 296 1
1633 817 0
1916 2805 1
4868 856 0
5387 7245 1
207 6794 0
6028 7978 1
3483 1697 0
4625 7421 1
2276 2457 0
4824 8105 1
4971 8733 0
4067 530 1
5233 1096 0
1408 3796 1
5799 7867 0
1470 219 1
6808 8248 0
6481 494 1
3818 529 0
1668 4285 1
3505 9671 0
4506 9054 1
6761 6380 0
2345 1134 1
8308 7424 0
4769 3744 1
8959 7224 0
1946 1303 1
5615 5653 0
5499 823 1
6363 4439 0
754 131 1
4545 9904 0
9518 7188 1
4904 2500 0
2188 1972 1
8778 9283 0
486 7350 1
4676 7120 0
726 5334 1
2499 265 0
9453 7912 1
9161 7726 0
3966 6019 1
7106 9770 0
5571 4753 1
2665 4893 0
7868 2573 1
2416 7231 0
8201 5182 1
5578 51 0
3948 4531 1
9809 343 0
8732 4822 1
2803 1609 0
5951 5594 1
4474 6168 0
9759 2408 1
5212 2578 0
4249 346 1
942 8892 0
6951 6976 1
9772 7783 0
8136 7552 1
1835 7775 0
8888 6535 1
784 2543 0
2294 1797 1
5219 6949 0
6312 3712 1
1028 6620 0
2216 7457 1
4759 4873 0
1342 6839 1
7710 1030 0
6635 63 1
4298 3910 0
7186 3467 1
3704 2635 0
8768 9837 1
4425 4510 0
2285 6895 1
8680 7099 0
173 9645 1
1987 8920 0
9802 3894 1
5270 4834 0
9735 6647 1
5302 7579 0
1656 224 1
9391 9936 0
2345 5283 1
5529 8247 0
7573 7830 1
9503 8851 0
116 3197 1
2894 9961 0
2838 3193 1
1879 1379 0
9883 6855 1
2927 200 0
3518 2282 1
9035 370 0
4757 5041 1
5186 2354 0
332 8136 1
5504 6372 0
7714 7040 1
8192 1562 0
6057 1968 1
9029 9870 0
4529 9655 1
9793 3893 0
7675 3872 1
4823 5179 0
3701 2738 1
2359 8089 0
5807 1755 1
1476 3099 0
3457 5974 1
5711 5166 0
9238 8285 1
2441 1182 0
9322 3483 1
7182 6221 0
2482 5319 1
3803 7152 0
1921 3366 1
1007 7293 0
4175 4940 1
9471 9132 0
6516 8168 1
699 7732 0
3036 4974 1
1557 1877 0
5969 3916 1
8837 3952 0
6324 3041 1
5708 3758 0
3687 6854 1
8164 5091 0
4481 7567 1
8548 5613 0
9962 9208 1
6085 8354 0
9141 8848 1
5585 536 0
5832 3924 1
3737 5758 0
7075 7310 1
9063 732 0
7117 3832 1
9384 7805 0
7130 4771 1
8244 2935 0
4011 5749 1
5777 4756 0
513 1080 1
9380 5090 0
4129 7795 1
3872 9079 0
6187 4350 1
8498 4655 0
7795 1363 1
8461 3260 0
3483 709 1
487 1276 0
5967 5211 1
4420 3102 0
5526 3542 1
567 970 0
1389 340 1
9543 9597 0
4166 9424 1
1654 8385 0
4472 8181 1
9020 6580 0
4644 5226 1
9223 9516 0
